# eBE(cm-1)  int. (rel. X0)  beta
12437.556      0.09700       0.22849
12437.907      0.12927       0.09322
12438.255      0.14097      -0.11707
12438.601      0.13640      -0.14537
12438.945      0.12833      -0.16840
12439.287      0.14268      -0.32477
12439.626      0.18110      -0.31487
12439.963      0.18619      -0.15529
12440.297      0.17820      -0.09855
12440.630      0.16555      -0.09968
12440.960      0.16308      -0.26369
12441.288      0.15156      -0.45737
12441.613      0.15075      -0.50354
12441.936      0.16898      -0.22983
12442.257      0.14347       0.03600
12442.576      0.14605      -0.35941
12442.892      0.15968      -0.90564
12443.206      0.14525      -1.27750
12443.517      0.13680      -1.00351
12443.827      0.16433      -0.52365
12444.134      0.20529      -0.39223
12444.439      0.22698      -0.48205
12444.741      0.22858      -0.47009
12445.041      0.20813      -0.53573
12445.339      0.18619      -0.55133
12445.635      0.18832      -0.39097
12445.928      0.20235      -0.24540
12446.219      0.18689      -0.31438
12446.507      0.17865      -0.58370
12446.794      0.19261      -0.56702
12447.078      0.19749      -0.51799
12447.360      0.18559      -0.39664
12447.639      0.17427      -0.35982
12447.916      0.19387      -0.45643
12448.191      0.21495      -0.55577
12448.464      0.23123      -0.53447
12448.734      0.23102      -0.53267
12449.002      0.22421      -0.61109
12449.267      0.24169      -0.55509
12449.531      0.25761      -0.49012
12449.792      0.23518      -0.52069
12450.051      0.23928      -0.41280
12450.307      0.26361      -0.35329
12450.561      0.29746      -0.25592
12450.813      0.33389      -0.20981
12451.063      0.36280      -0.28470
12451.310      0.39544      -0.36122
12451.555      0.40511      -0.36168
12451.797      0.41033      -0.22111
12452.038      0.40359      -0.14189
12452.276      0.38186      -0.11153
12452.512      0.38217      -0.10382
12452.745      0.40455      -0.09670
12452.976      0.45114      -0.12387
12453.205      0.56767      -0.15618
12453.432      0.66631      -0.10717
12453.656      0.76336       0.02687
12453.878      0.87523       0.10987
12454.097      0.95138       0.10014
12454.315      1.00000       0.08309
12454.530      0.99710       0.03161
12454.743      0.89631       0.04380
12454.953      0.72363       0.08197
12455.161      0.54922      -0.02264
12455.367      0.47570      -0.24204
12455.571      0.43519      -0.34039
12455.772      0.35210      -0.25866
12455.971      0.30792      -0.27494
12456.167      0.31423      -0.32982
12456.362      0.30065      -0.38983
12456.554      0.25513      -0.38525
12456.744      0.26308      -0.43681
12456.931      0.26241      -0.60127
12457.116      0.28283      -0.63844
12457.299      0.32613      -0.51492
12457.480      0.34690      -0.38175
12457.658      0.31177      -0.23828
12457.834      0.20459      -0.08011
12458.007      0.11709       0.08841
12458.179      0.10346      -0.17650
12458.348      0.11647      -0.09243
12458.515      0.14622      -0.05252
12458.679      0.16619       0.04692
12458.841      0.19994      -0.20259
12459.001      0.20300      -0.22993
12459.159      0.19251      -0.47804
12459.314      0.20216      -0.82533
12459.467      0.17107      -1.03805
12459.617      0.15083      -1.17652
12459.766      0.14589      -1.10687
12459.912      0.14803      -0.70731
12460.056      0.13763      -0.41573
12460.197      0.11682      -0.37359
12460.336      0.10165      -0.25506
12460.473      0.11915      -0.51273
12460.608      0.13909      -0.57116
12460.740      0.14874      -0.57524
12460.870      0.17634      -0.57865
12460.997      0.19118      -0.83140
12461.123      0.15317      -1.07054
12461.246      0.11203      -1.09475
12461.367      0.07992      -0.41042
12461.485      0.07182       0.18831
12461.601      0.04590       0.84296
12461.715      0.05538       0.37609
12461.827      0.09048      -0.36299
12461.936      0.09052      -0.54627
12462.043      0.09793      -0.81708
12462.147      0.12375      -0.99872
12462.250      0.13025      -1.18440
12462.350      0.11346      -1.24298
12462.448      0.08565      -1.19858
12462.543      0.05649      -1.17542
12462.636      0.03448      -1.91086
12462.727      0.00273     -15.69724
12462.816     -0.02151      -0.32642
12462.902     -0.01424      -3.06264
12462.986     -0.00055     -36.07256
12463.067     -0.00235      11.65121
12463.147      0.00922      -7.63568
12463.224      0.02801      -2.38301
12463.299      0.05482      -1.18960
12463.371      0.06661      -1.00614
12463.441      0.03882      -1.47638
12463.509     -0.01050       3.92194
12463.575     -0.03647       0.76520
12463.638     -0.04264      -0.15796
12463.699     -0.02675      -1.02942
12463.757     -0.00751      -5.01058
12463.814      0.01334       0.97143
12463.868      0.02443      -1.29085
12463.920      0.03930      -1.33422
12463.969      0.04260      -0.93234
12464.016      0.02875      -0.40586
12464.061      0.00018     201.39649
12464.104     -0.02721      -2.50905
12464.144     -0.03629      -2.20490
12464.182     -0.03082      -2.51340
12464.217     -0.03232      -2.52442
12464.251     -0.03196      -3.18455
12464.282     -0.02196      -5.34669
12464.311      0.00124      96.75384
12464.337      0.03272       3.55771
12464.361      0.05118       2.21673
12464.383      0.05719       1.70144
12464.403      0.05012       1.62266
12464.420      0.04214       1.65557
12464.435      0.03600       1.70835
12464.447      0.03235       1.57510
12464.458      0.02674       1.49296
12464.466      0.01843       1.52828
12464.472      0.00933       1.54376
12464.475      0.00229       1.54421
12464.476      0.00000       1.95454
