12451.978   444.22
12453.075   424.2
12454.82   438.18
12457.117   444.14
12458.25   440.13
12458.867   460.12
12459.538   539.12
12459.648   552.11
12462.37   744.06
12462.818   440.06
12465.691   448.01
12467.957   439.98
12468.482   419.97
12469.031   409.96
12470.771   421.94
12473.119   449.9
12474.827   447.88
12475.444   467.87
12477.18   477.84
12478.861   463.82
12480.551   453.79
12481.73   469.77
12482.346   489.76
12482.963   509.76
12484.146   527.74
12484.288   589.74
12484.745   539.73
12485.27   519.72
12486.412   519.7
12487.513   501.69
12487.709   587.68
12487.992   461.68
12488.038   481.68
12489.093   443.66
12489.71   463.65
12490.327   483.65
12491.916   429.62
12494.178   419.59
12495.365   439.57
12496.539   483.79
12496.603   481.55
12498.809   447.52
12502.596   605.46
12503.245   639.45
12504.277   591.44
12504.803   571.43
12505.328   551.42
12505.853   531.41
12506.954   513.4
12511.435   475.33
12511.915   435.32
12513.587   417.3
12514.204   437.29
12515.949   451.26
12518.237   453.23
12519.987   469.2
12520.603   489.19
12522.906   497.16
12524.002   477.14
12525.158   483.12
12526.912   501.1
12527.529   521.09
12528.191   561.08
12529.146   479.06
12530.836   469.04
12533.092   457
12535.911   440.96
12537.615   436.94
12538.802   456.92
12539.419   476.91
12541.479   628.88
12541.708   670.16
12542.096   648.87
12542.662   646.86
12543.188   626.85
12543.713   606.84
12545.403   596.82
12545.974   596.81
12546.499   576.8
12546.979   555.49
12547.025   556.79
12548.08   518.78
12549.185   502.76
12550.583   614.74
12555.001   548.67
12556.197   572.66
12560.222   584.6
12562.602   626.56
12565.201   514.52
12569.171   502.46
12570.879   500.44
12574.273   486.39
12576.566   490.35
12577.672   474.33
12579.992   490.3
12580.074   490.04
12581.65   716.28
12582.048   640.27
12582.573   620.26
12583.098   600.25
12583.624   580.25
12584.725   562.23
12585.78   524.21
12585.825   525.4
12586.894   512.2
12588.585   502.17
12589.11   482.16
12589.658   472.16
12592.522   476.11
12594.788   468.08
12596.473   456.05
12598.739   448.02
